height,weight
171.2897,57.5264
187.70872,68.6699
177.75298,59.1494
176.57729,61.7824
165.56830,51.4369
172.74207,56.8481
173.5795,57.8714
165.56779,48.6053
173.38571,52.8248
174.16437,60.7089
163.82175,51.2061
174.52475,59.3103
174.98436,62.4856
176.63188,56.8821
171.19509,62.8071
168.84703,54.8023
167.67091,63.5727
184.00862,62.0241
162.88111,48.1325
180.29204,72.1013
171.45315,49.3449
182.91848,62.9476
165.89103,52.5775
170.37073,66.3570
163.55436,49.8391
176.19988,63.0720
173.68319,54.3858
165.88786,58.1990
170.5277,57.7164
173.72249,52.2677
168.3812,56.6072
170.6540,57.5841
167.61856,50.4717
176.36218,55.6145
172.65556,56.3400
172.11378,56.5382
165.80775,54.2120
187.53745,63.1846
169.70532,47.5485
169.91104,55.8111
166.96863,53.9286
167.59639,55.1087
169.12326,54.0903
170.46687,61.2458
167.32202,52.720
169.62290,49.5201
174.58886,56.3469
168.21572,64.0311
167.53759,58.5815
174.20265,58.0005
169.14741,54.8504
170.09298,57.8995
172.92358,46.0257
178.28324,65.7676
166.42458,50.3271
171.34599,60.2654
171.22102,66.3780
176.94041,66.0382
167.12689,54.8135
167.90817,52.5175
173.32927,58.1968
172.78104,57.8202
181.33172,58.0036
166.9583,55.1113
168.74129,51.1266
177.83325,61.236
176.48291,58.3678
174.31421,56.4297
173.64139,63.515
173.71131,53.306
174.68629,65.2600
177.6059,64.0338
181.75077,70.7338
173.85701,60.7856
169.45351,59.0112
169.37769,48.1835
172.55995,50.8245
175.00232,61.7740
170.92145,59.528
176.71318,59.5672
171.89397,54.2161
175.36554,53.0687
172.63783,62.8341
167.23314,49.7372
167.06312,59.0382
180.69829,62.1927
172.28960,51.600
165.2760,52.1506
177.05692,57.9305
177.62177,55.3370
167.93385,53.5061
174.27865,57.9301
175.2539,53.5066
169.65094,56.7695
172.78002,64.0031
176.96835,65.9896
182.42732,52.646
184.77677,61.5733
170.88996,60.2937
171.22178,52.4635
174.0700,51.8540
173.91700,67.563
174.03742,64.4953
161.86224,60.829
171.97027,64.3614
176.45672,62.9334
169.42303,60.985
165.68740,53.0779
177.53261,52.4694
177.36942,61.1399
166.1107,54.6917
173.53824,54.4690
167.48493,38.2650
178.04905,63.0219
167.78049,65.1016
173.31642,55.8530
165.65265,52.4018
175.67079,54.8776
171.70563,54.7247
170.90697,56.2614
169.78180,53.1718
172.93034,58.0416
169.08757,52.9581
178.23111,55.3363
172.34187,56.2433
169.22265,49.376
161.76793,47.4718
172.8104,59.987
170.030,57.6894
168.30782,56.7539
179.6545,60.474
179.59944,55.4909
186.10255,59.0866
162.02713,52.9538
172.31637,57.0861
172.16267,45.644
170.78709,53.7482
169.56281,62.1991
175.33869,53.8410
174.05736,56.3199
164.22164,56.6737
165.46309,57.3290
169.52275,55.1230
170.17804,60.4616
178.47592,57.7909
171.64472,56.74
168.41678,46.6345
175.02383,60.8817
166.63779,45.8019
172.72480,66.1740
177.64036,70.4450
178.1706,62.9212
169.32565,52.7351
176.29317,54.7072
169.68719,51.8947
171.95922,60.4823
175.60133,42.07049
171.54573,59.7755
167.07896,53.6992
168.29453,59.4871
171.17157,59.0592
164.95591,58.5967
175.91275,64.9293
175.45657,62.9272
176.89584,59.3992
175.45571,56.3830
172.75312,61.4029
174.89587,56.3356
160.50661,50.4571
166.56281,58.6965
175.56737,57.9439
177.26063,55.0349
171.40436,53.6229
175.48375,55.9479
174.1244,68.9060
173.26171,52.3041
170.4370,55.5126
180.94099,58.6188
175.56343,62.7238
166.36614,65.3429
169.13113,54.8158
172.71571,51.3936
184.34677,67.7316
172.65866,59.2561
169.22361,55.514
170.93118,60.7214
167.53716,61.1595
169.01188,62.5215
172.91616,51.1113
167.21559,54.9738
175.86251,52.1296
164.32309,50.0658
175.80285,57.1679
170.60652,53.8418
172.3306,54.1185
175.95568,68.3744
172.47989,54.9365
170.373,53.7083
177.83889,64.754
177.93853,66.0569
180.00254,57.7616
167.7888,52.6021
165.70312,47.3750
174.6029,62.8182
176.57943,65.9999
178.58141,56.4298
170.94154,56.3301
171.71878,57.2279
172.35338,62.9643
168.82201,55.1348
175.05860,51.8254
173.91090,58.6959
176.5790,62.3954
178.40848,61.0080
172.35554,57.9284
172.73105,52.4674
170.53517,59.6885
172.97225,57.8711
175.23656,57.0261
176.08850,54.4259
178.03586,63.8965
174.60732,62.1042
163.03328,53.7398
167.87048,58.7636
175.88022,68.9784
176.94940,54.8233
173.80511,61.7351
173.44677,58.9947
176.21717,59.7718
173.61700,63.22
183.70522,76.307
178.74384,57.8986
166.95235,59.7838
168.90053,55.7266
179.86601,63.5997
171.13451,64.7244
172.20461,62.3372
173.1282,57.1704
174.89886,65.1352
171.99209,55.62
164.23658,49.2621
166.97251,45.6594
173.79800,52.6801
174.97923,63.7430
173.41512,57.0123
175.71834,60.9324
184.42930,61.8994
167.74559,58.0064
175.8412,55.8536
174.94750,52.7698
168.80947,56.4986
176.03328,57.0553
171.65952,48.8022
176.32213,64.8744
171.37042,53.8611
168.77977,53.9710
174.65510,59.8172
161.97278,54.1449
175.35304,57.2081
168.88374,57.4303
169.52529,51.5098
171.94261,52.5447
169.39428,59.0912
170.25308,56.9051
167.41384,53.1454
177.8772,62.2866
175.94524,67.7870
177.99545,68.5240
164.86993,53.0700
177.00610,62.6768
171.61571,57.888
162.19244,54.7719
181.9120,65.4324
165.07442,47.9873
164.10328,54.5022
157.52232,49.4800
165.82431,57.139
171.96214,50.0006
179.97917,60.9948
173.15371,52.3930
171.32315,56.7483
180.44729,52.8033
172.28901,60.5067
170.57340,49.3272
173.48934,60.9622
166.14668,59.5152
174.41558,59.3443
177.97102,57.6442
175.60069,54.1620
170.23278,47.8819
166.42776,60.9961
178.30312,60.1870
171.87840,57.179
177.12073,57.3128
171.74766,64.5735
179.82156,56.5118
176.93142,55.5017
169.50124,55.8961
171.65340,59.6043
165.74305,56.3832
179.61323,58.2338
181.03530,62.075
169.06019,53.5497
172.82787,55.1101
173.01715,54.1050
180.9412,57.4042
169.98663,58.6258
180.60368,61.1354
176.31324,66.2574
175.68690,73.6683
174.18622,59.0525
176.79200,59.9622
175.38921,57.8145
173.44895,56.8563
175.90201,61.1242
173.32609,55.3108
171.9245,57.0024
174.85571,66.205
176.58235,54.3951
170.12077,50.5798
182.8935,62.902
171.30984,61.2418
167.79784,52.848
166.5597,56.2262
173.48634,62.120
180.40612,69.4358
179.75280,57.315
171.47062,65.7987
176.55377,61.3138
168.7716,49.354
174.1650,50.1290
170.21292,62.7175
174.49810,54.2093
173.30453,52.3089
178.83411,60.0413
166.87772,42.63513
166.8859,57.7900
173.94060,60.9185
169.23743,56.6864
169.78084,56.278
177.53924,60.5762
171.8419,60.8498
173.50529,59.0799
177.16114,62.6382
174.19081,57.4277
173.08772,59.7869
172.67156,59.7546
164.65639,53.3543
175.78794,57.2408
175.9346,57.8390
180.1884,64.6272
175.45878,63.251
168.15265,50.0405
180.48679,59.8534
175.24712,58.6058
180.24066,56.4048
167.70340,57.3908
177.4548,67.6897
169.74317,64.4816
175.49937,57.6714
169.70820,55.4904
170.51485,51.1044
164.01867,60.9014
174.44817,54.7457
171.54459,52.518
180.79039,58.3708
179.15926,61.1266
181.69664,53.6790
169.60345,48.1514
168.49435,57.3260
164.67061,51.8781
173.69147,59.0934
172.84797,55.9309
175.49238,55.7270
177.57257,57.0135
173.75472,50.6775
173.54700,56.9492
170.06710,54.4176
179.19233,60.1483
176.22025,60.1798
171.50110,53.2754
164.77341,46.2006
175.60026,58.2602
174.78228,60.8002
171.61373,57.9469
173.14601,57.8862
167.14945,63.2295
164.90381,51.6815
173.62383,66.9134
169.45727,60.1701
175.72218,60.2434
167.35539,47.6699
167.73482,57.8415
176.38253,59.2984
170.55711,58.3236
166.86383,55.5968
176.34516,71.3483
169.02438,54.9344
175.37351,66.9076
171.75571,53.294
176.76127,60.0770
173.03351,53.6044
180.91508,56.1238
168.73944,59.133
168.44792,55.7411
172.78919,48.9287
173.4505,53.792
169.96687,56.9924
182.30967,67.4046
167.75519,68.165
175.29696,57.6370
174.51690,58.3829
165.130,53.7159
167.78877,56.8750
180.75664,67.7066
171.58396,48.6924
174.83976,60.6449
173.02000,56.6314
172.47941,51.1211
171.80776,57.9876
177.24836,60.8546
172.71718,62.8693
176.31321,57.173
178.89192,58.7790
171.89498,60.8292
172.41611,48.1375
172.89539,57.6317
170.16565,55.3038
181.80530,68.3729
163.48873,52.6195
172.54248,56.9144
177.59332,59.6972
177.64415,58.5450
169.66606,58.5641
178.08242,67.2053
175.12828,47.803
172.79330,50.1422
176.17816,53.8143
173.86010,55.7080
166.88516,56.648
176.67412,61.5840
167.24973,52.8237
174.75157,56.8631
175.35741,60.383
171.10334,62.7467
178.70902,56.4710
177.51623,62.0154
165.48910,52.1701
176.29904,60.1629
174.01220,64.9237
166.91742,61.1180
162.51702,55.6216
177.99520,69.6552
173.80057,57.284
173.32109,61.1082
172.28454,61.0529
168.43444,53.7028
177.16825,55.0206
166.90089,60.0032
169.88097,63.0773
170.8889,50.212
179.40927,69.9019
177.6418,56.3177
167.32684,61.0160
184.01523,62.7147
177.97912,67.6216
171.91954,57.6096
167.9324,53.4433
177.65662,67.5443
173.33765,58.1574
174.75566,58.8284
169.21018,56.9564
178.27501,58.4203
166.59786,56.330
174.48698,68.6815
164.81143,48.5254
177.34262,66.0531
168.50263,55.1535
178.9262,59.3927
177.77874,61.5163
178.14587,56.2144
170.6354,59.8722
173.2366,53.290
172.11347,58.8117
164.58573,55.5064
168.85592,51.9757
170.13776,52.8617
166.87777,63.2447
169.74071,56.0106
168.53258,60.1233
178.14267,65.0457
178.09375,60.3019
163.98608,44.8590
173.11939,55.5352
170.5547,47.4806
180.05875,64.7661
173.13194,59.3881
180.83929,65.239
172.52808,64.5386
165.86718,48.9626
168.67520,47.9398
181.11843,56.8808
175.41232,48.2711
167.52423,53.7675
176.87991,62.0440
180.60657,66.1940
168.19502,58.802
167.98211,49.2127
172.1742,54.9998
169.36052,61.5706
177.78496,62.3701
180.7060,56.2478
174.34375,58.4505
175.47712,60.6367
172.65368,48.3160
167.50815,51.2740
167.69339,57.1363
180.93883,63.6365
171.51792,64.968
180.51615,66.1366
173.41032,58.1368
170.99107,60.8648
175.23074,63.6012
173.746,66.3811
170.414,59.9098
169.59240,55.40
166.74175,59.6335
165.96627,58.7478
173.18479,57.0370
179.47447,69.4624
167.49779,56.4976
176.85492,61.1545
173.48111,52.3390
177.95431,53.5066
173.82749,56.5016
175.94610,60.9648
171.97098,58.6537
180.06860,60.3923
179.17955,66.8418
181.81538,70.3128
173.79445,57.2844
176.16884,60.9903
178.930,60.7948
171.14909,58.4793
171.46948,55.8165
174.04217,50.8834
169.69379,50.6864
183.85871,67.3410
174.03171,62.0269
179.82669,60.4216
168.19639,53.0184
173.51164,56.6329
170.6156,55.1482
172.1394,55.881
171.38213,62.1991
172.14756,55.1088
175.77051,68.4651
177.90914,64.5466
179.24727,61.1228
168.79263,60.5811
171.91055,61.7292
167.02121,43.18297
176.1614,54.3133
179.2991,69.3609
170.88170,63.5932
173.96087,65.8844
170.23558,54.1977
167.07137,56.024
167.55311,50.2015
173.19925,50.5733
183.09831,63.2693
169.80809,60.368
175.53760,60.5635
164.0609,51.1515
170.27776,56.6072
175.23856,55.9835
179.32075,64.4519
178.02830,52.7444
166.8384,59.4776
170.4294,59.5337
167.73987,57.7161
175.93114,55.5434
169.19832,52.2734
173.01815,57.5850
177.11570,65.0651
162.61187,56.870
168.24333,49.4459
184.06773,63.1587
168.19723,46.349
181.0964,65.4941
160.3388,37.68684
180.16306,65.9495
173.36742,61.2017
164.54156,61.089
166.19174,50.5739
175.04057,54.3381
165.02220,43.41072
168.02702,53.142
167.59900,57.7131
175.8785,65.7348
173.53234,55.7222
178.09482,60.87
174.33343,56.6889
172.06694,61.6178
164.04948,54.8040
164.24059,56.7069
167.40558,60.5761
167.07228,56.4987
170.5625,61.6745
183.49821,65.1240
174.57925,59.2267
171.62828,57.693
178.72034,64.0641
161.60072,48.7265
168.16606,55.4850
168.20170,50.6234
177.9834,62.5465
176.9270,64.8066
168.27609,51.9068
172.8988,58.1839
170.55612,61.0411
174.66587,63.5498
173.02671,55.328
166.95387,50.5414
175.70295,61.2693
178.72332,60.3199
179.79535,53.4135
180.03731,61.2294
169.21856,68.7701
177.7566,58.4811
169.99880,54.5025
181.50347,56.9715
176.94514,57.9823
176.04595,61.7500
169.15829,52.7456
163.07331,57.6415
173.30550,57.0240
178.02913,54.9187
180.2778,55.6731
164.92560,54.1836
169.92869,60.2846
175.76300,60.2682
173.7738,56.4036
168.4434,59.9739
183.22206,64.775
166.99517,58.788
177.71560,58.3014
165.38999,51.2523
171.27967,55.3743
168.65054,53.704
170.65673,59.0259
171.92236,50.6583
172.14771,64.5213
161.61860,55.6126
168.775,55.7101
182.6852,54.0284
172.52224,63.2460
172.74903,64.1086
172.12371,54.334
175.76269,61.836
170.18277,53.7098
170.42534,62.456
177.42266,58.549
171.26666,56.0024
173.0004,52.3587
173.46760,58.936
176.40747,61.6687
175.46876,57.9752
180.13053,63.0953
163.08238,49.5383
180.60200,56.5246
183.09648,61.789
168.02402,54.6453
171.52361,52.6920
170.62668,52.3941
185.24106,64.4083
166.47444,61.4558
175.47557,61.2942
165.83637,49.1011
174.07755,56.7570
181.17317,64.8159
169.87761,58.1949
172.49638,58.181
170.18605,46.9770
173.42063,70.8089
168.15501,47.6118
163.17504,55.1734
171.29095,59.8772
163.83206,53.7089
174.99602,61.4118
178.63586,63.8038
163.36625,50.6528
170.46583,58.0747
172.75063,59.1819
173.36178,58.1563
172.13257,64.7822
171.30499,55.8283
166.96896,53.4682
176.89505,59.3877
182.69758,58.5921
176.26165,65.5797
170.55381,52.5548
175.6331,52.8581
169.94109,64.4077
172.309,59.9333
172.96420,61.3532
167.99796,57.6373
180.75620,58.896
171.59623,61.0112
177.83249,55.0484
184.31335,64.9311
169.16969,56.5966
174.03577,54.5012
168.51981,63.2382
175.32838,59.7265
175.57613,59.45
173.34428,58.9177
173.9567,55.948
179.53383,62.3832
178.71361,62.0916
171.76499,53.7064
176.3936,52.7274
172.52914,56.6280
173.71941,54.8760
168.44802,47.6820
180.92120,65.9694
165.84089,49.0747
167.64729,59.1384
171.74909,53.3042
175.52101,61.6324
175.25347,57.8387
175.45129,68.6738
173.58578,51.0200
182.07218,71.1031
174.69267,62.6909
168.10205,49.6994
183.82214,63.4912
169.80294,56.5118
167.02248,59.1948
177.01882,68.5280
168.34904,49.3382
168.85290,48.0775
174.54656,65.0588
173.46280,52.0467
171.87408,56.1428
181.09908,63.2657
170.36717,52.5351
179.52842,66.4822
181.35890,69.8529
180.34996,62.4097
168.3509,57.1203
172.85673,63.3641
162.97519,57.3153
169.87434,51.6781
179.14539,58.8584
166.25811,52.7040
175.54781,63.1080
172.57321,57.5978
170.7215,57.0779
171.7985,51.494
178.03787,55.8995
163.61039,55.8170
177.23353,58.120
169.11780,58.0307
173.10087,50.1074
168.10139,58.0310
169.65706,53.6000
170.6009,58.8420
172.76836,59.2434
170.07426,47.6460
174.50808,55.6240
176.98865,62.7436
168.98094,48.8692
168.83332,64.1569
181.47393,69.7156
169.23126,61.0332
162.58578,49.7406
165.18412,53.1623
169.60129,56.3744
175.05507,56.7985
180.92232,60.4301
180.60243,55.6123
177.30975,61.1738
170.41183,50.5531
170.89013,53.0004
182.53946,64.9330
170.69300,45.32469
173.84034,58.0250
170.69506,61.987
176.18934,65.9499
175.3657,57.4619
167.4002,58.1498
168.77706,55.7160
167.84343,60.4444
176.15832,52.9617
179.91732,65.3379
171.867,60.1079
165.88654,56.2378
169.33715,51.3205
170.00908,56.2233
172.05803,60.7717
163.26414,58.1287
169.75943,55.0152
167.37909,55.6606
171.8473,56.8867
174.47174,56.6428
167.84328,52.8845
169.96014,58.917
176.48916,56.195
174.24403,62.4402
175.79912,59.3664
171.78889,64.3968
166.96449,57.0317
167.89265,47.3599
171.83844,53.1014
171.69432,59.7685
176.72962,56.9140
167.86553,58.7735
178.00386,59.0148
165.12428,59.8427
175.67819,64.6208
176.81641,57.8979
181.56852,69.5427
176.46429,57.4978
175.2669,51.7212
176.6776,60.7670
174.33915,57.8724
170.69465,57.3730
167.83340,54.7781
168.10589,57.4465
179.85176,60.3617
170.581,57.1367
165.8551,55.0301
175.85675,58.8683
175.02551,58.9919
183.7634,55.9735
173.47075,62.2688
173.60227,57.9489
171.36049,60.6386
174.92480,51.6766
169.22676,61.5147
164.52070,55.6107
171.97443,53.9535
185.400,60.9040
180.21793,56.3701
172.61020,59.2837
170.71236,56.5538
168.57876,58.5515
171.80296,55.3136
177.15088,57.2746
173.16531,61.0591
169.91866,59.8051
171.4414,46.9844
168.94985,52.7947
169.88363,56.0230
177.1084,68.1929
177.24996,61.3455
166.11717,51.0103
172.71571,62.3626
183.52976,60.2326
179.82087,57.1656
165.57716,64.1194
171.9892,61.6462
177.93071,61.0832
170.95462,55.3488
168.65125,58.2187
177.13038,59.2552
174.54014,59.746
162.26630,49.2661
173.75762,51.9669
172.54858,60.5608
179.56972,61.6269
175.13511,67.1812
168.89621,56.0268
174.22797,54.8124
168.31163,52.7376
176.74986,56.1995
171.08554,54.12
177.00567,54.1633
173.83877,56.5146
173.93851,59.3663
166.25476,53.6172
169.6936,49.7299
177.93238,63.6072
171.28637,55.1461
169.01937,44.58932
171.00177,53.3503
172.6502,61.9201
175.35799,67.5758
171.94411,56.2303
176.03490,60.5980
166.10693,53.1762
173.62521,56.0614
166.03696,53.4184
173.64707,62.2474
180.73883,58.6040
175.90851,64.5930
169.4139,58.2793
175.70572,52.2996
173.52160,54.2183
172.25305,55.2124
174.14552,64.7930
168.22636,49.9483
175.13551,55.3817
172.38373,56.6169
172.85965,54.1212
172.05924,60.0815
177.38448,60.3421
179.54178,72.9753
163.94138,54.035
172.54504,62.830
172.14319,56.6189
176.30932,61.6770
172.14121,52.7190
172.21111,63.1401
172.67715,62.588
177.74877,65.5479
162.13483,49.5295
166.55318,57.710
176.13140,56.4957
170.90131,52.130
174.6085,60.1022
175.33904,56.8756
176.89642,58.2861
169.41932,53.4023
172.5023,51.2347
163.49596,57.2359
167.32268,53.8838
170.36865,56.8981
176.13744,56.6741
177.37358,66.0040
167.90022,52.9721
175.92561,60.1108
173.57154,52.1147
176.22563,55.7281
175.58733,59.2293
173.85431,54.0255
168.51737,60.6999
177.88319,58.3220
178.21968,63.0575
173.18543,45.9433
178.11440,63.937
173.8112,61.0602
168.75694,58.9435
182.18666,63.078
179.63863,61.3255
172.94916,58.823
178.12959,58.5767
167.77698,58.5157
177.21730,51.1361
173.12173,57.2036
177.58085,53.6928
165.97531,55.7797
173.62477,59.1332
163.84486,51.812
172.60547,52.5194
174.18357,62.5742
173.03133,50.9128
174.69061,62.250
172.53186,56.6726
175.6369,61.2786
160.54169,51.9000
175.8803,55.4210
167.35158,58.684
172.34372,58.9420
166.55842,63.7096
169.43880,54.8383
175.697,58.586
175.85926,62.2055
171.63369,65.8715
176.54316,63.5463
179.33132,56.30
169.01546,61.5468
175.55195,57.949
177.676,65.3388
171.96681,59.8439
175.74331,61.4737
172.2239,68.6548
171.76831,56.5663
178.73721,61.359
180.40591,61.9330
177.4068,62.5403
170.39941,51.8032
174.29513,64.2216
163.50679,50.3927
167.47548,57.3281
165.71684,60.2772
179.10762,65.6758
169.19268,49.1630
170.52021,56.3066
169.61190,58.7158
171.94238,59.5721
172.28335,50.6396
169.24665,50.6401
171.76062,63.6471
176.95667,56.9388
159.38599,51.93
163.92850,51.709
172.76900,53.1579
168.61920,62.7389
178.27559,55.5066
164.201,60.3020
171.42000,56.2658
182.92590,65.3895
169.19844,52.3709
167.17780,52.8522
180.75110,63.3278
174.04022,60.4350
165.00064,54.442
169.88201,55.8423
178.6969,60.2580
172.00230,54.8556
167.72466,58.8628
175.2158,62.1021
174.25002,59.475
169.7756,60.547
172.81294,61.8641
164.58148,59.6274
179.20020,57.2427
173.43542,52.184
174.69038,59.1112
170.41660,59.7360
178.16330,61.5307
166.28956,54.5685
175.31779,58.5788
188.59243,68.1371
162.77781,54.5253
171.65262,59.944
175.75263,59.9308
163.79482,54.2056
174.64756,62.0346
173.86767,67.0340
168.76281,66.0427
178.2460,56.6837
170.5320,58.015
169.96532,57.1139
174.32927,49.7510
170.07070,48.8851
177.73272,60.8312
169.99123,61.190
174.65921,63.3380
171.21358,57.6186
166.99522,61.1314
167.34427,45.34619
169.61162,58.7185
170.0840,58.6763
161.20471,47.0191
173.61469,52.4955
163.65593,47.5761
161.34525,59.4230
169.82938,58.5456
166.46274,46.5156
182.43057,60.4302
174.91807,66.3609
179.81186,63.8715
175.31433,60.0837
171.0759,53.9066
168.4767,60.5317
172.10512,61.181
174.36582,58.8214
173.19711,62.0205
181.71104,60.7805
174.21756,58.1199
181.20256,59.0796
170.65643,59.1001
171.95884,58.2053
162.89142,60.8041
177.54821,63.7664
169.46992,52.2509
176.1571,61.6180
177.05802,64.7960
172.05338,64.9059
173.14873,52.1413
182.74530,67.7785
171.13202,59.8995
165.96459,57.6141
166.71971,46.8840
175.04560,56.8449
166.23210,59.2584
173.01784,56.4116
176.58801,63.7759
176.28113,56.349
177.82040,60.3115
174.23935,59.0608
164.50330,48.3639
171.52125,49.4365
169.46814,49.8713
172.58812,56.410
175.50592,59.6483
177.91999,62.3356
172.51926,52.6271
172.69803,53.4813
175.05738,52.9460
169.54878,52.3733
172.90166,58.9549
174.64941,67.5457
180.16342,57.1897
173.47877,52.3877
175.90303,72.0229
173.71891,64.0501
173.93938,58.894
176.46106,62.1731
168.47828,55.9020
169.89245,53.5081
165.61031,46.4931
173.66673,59.2545
170.44927,65.5996
159.11175,45.4491
175.43541,54.5643
180.73947,65.4583
175.09043,52.1089
172.99142,64.1982
163.72243,52.0254
167.55709,55.1844
174.57517,54.1245
179.16053,61.328
171.21406,52.5899
167.92725,55.8946
176.46480,60.3559
180.22509,61.8447
166.54056,56.3090
166.35077,52.7503
174.98929,60.4035
171.69778,62.569
168.0779,60.4717
174.50742,51.8102
166.31034,62.4377
172.02414,59.6644
177.85593,62.2429
177.09152,61.2953
172.49023,51.6758
166.65717,60.1410
181.37203,60.5887
168.34721,48.4343
165.1701,43.17504
166.85062,51.8309
169.81787,57.3705
173.30,57.4741
167.94571,50.3077
181.16781,60.0410
178.3271,60.6532
180.43192,65.3230
173.19061,58.9261
175.23955,48.3392
172.61192,55.3126
176.52926,53.5975
170.49847,48.3865
172.10222,58.261
171.90613,57.8147
164.38839,46.69
177.11097,57.9827
173.99594,63.4062
179.23373,60.4554
169.13136,54.5648
162.05713,46.4500
168.62643,60.8746
169.6453,55.1026
170.15468,49.1047
184.45475,66.1550
172.22727,52.1295
174.34339,56.5519
167.17780,51.537
169.1018,57.2729
168.65770,56.2628
169.57020,54.682
175.32287,56.4376
178.43251,59.0453
178.26502,62.2661
171.79313,57.5632
168.74609,53.6548
171.46420,54.2867
173.21680,60.932
168.46024,54.4476
178.65529,63.6260
172.6606,63.2319
167.82926,47.6765
172.72300,63.6521
166.33182,63.3982
170.16811,53.7460
177.52901,55.2612
172.80202,59.1249
177.82512,62.6962
169.95996,54.4241
181.43477,64.1958
163.63660,58.0937
174.32665,55.6394
178.17612,61.4999
177.66355,72.0302
168.67652,46.8094
165.78989,55.7616
170.25102,54.133
168.486,63.3089
177.93518,56.2974
181.59260,60.1229
170.48254,52.6490
184.20372,73.8783
174.24260,59.4838
169.47393,56.6421
173.56234,56.127
168.98122,53.9827
177.31336,61.4439
178.27892,63.3470
171.97441,54.5875
169.50822,51.2743
173.67476,52.462
173.07580,58.3448
165.94503,43.78248
173.42190,55.6419
175.71128,58.6934
168.85714,58.4418
168.34437,60.3665
172.21736,59.0236
184.57197,63.0094
179.37762,63.0154
171.32633,48.0393
174.03890,61.4342
183.02867,66.8200
164.37539,49.3343
168.88597,58.4964
182.6644,67.0349
173.68347,58.3191
176.38288,57.8006
166.82182,58.4736
172.66778,55.9561
173.19503,55.3610
172.63786,72.4226
171.94322,55.1125
169.81747,56.4126
174.00074,59.2214
168.83106,53.4232
179.16167,66.7449
174.24814,58.3552
170.52828,52.4740
162.11738,47.220
171.18109,55.5381
181.1353,56.5236
172.66928,45.5447
172.2214,59.7852
180.48183,61.1250
179.5234,67.3819
176.41453,68.6483
172.09526,55.0676
168.59908,60.1980
169.94904,53.5803
171.09496,54.618
177.89040,64.1587
188.45500,58.5405
173.84248,58.6550
174.91621,67.3909
168.70360,50.947
174.19866,59.0093
175.29884,55.8695
162.88390,45.06920
184.37413,63.1130
176.62766,59.8638
176.07928,57.9249
170.84337,62.0718
174.7746,57.3756
167.21666,50.4325
175.63163,58.2982
169.58147,55.8562
172.99600,64.126
168.97551,57.6143
169.47558,53.5472
169.33791,52.3235
167.99072,62.1093
172.82589,57.4105
171.12061,58.611
173.68335,64.4870
174.35223,61.951
170.34680,55.321
176.00224,66.6351
177.73965,64.708
173.65127,63.6069
173.2481,49.8225
171.06453,61.1858
167.42115,57.8814
